date,day,temperature,species,replicate,microcosm,weight.1,weight.2,weight.3,weight.4,weight.5,count
13/12/2006,43,24,colpidium,2,56,0.2956,1.9743,0.3526,1,1,34
13/12/2006,43,24,colpidium,3,57,0.2857,1,1,1,1,0
13/12/2006,43,22,colpidium,1,67,0.3438,2.5274,0.268,1,1,107
13/12/2006,43,22,colpidium,2,68,0.3183,1,1,1,1,0
13/12/2006,43,22,colpidium,3,69,0.3356,4.08,0.2941,1,1,52
13/12/2006,43,22,paramecium,1,70,0.3319,1,1,1,1,34
13/12/2006,43,22,paramecium,2,71,0.2883,1,1,1,1,77
13/12/2006,43,22,paramecium,3,72,0.3378,1.1958,0.2692,1,1,32
13/12/2006,43,20,colpidium,1,79,0.305,3.9244,0.3474,1,1,72
13/12/2006,43,20,colpidium,2,80,0.3085,3.3398,0.2952,1,1,46
13/12/2006,43,20,colpidium,3,81,0.3424,1,1,1,1,0
16/12/2006,46,24,colpidium,1,55,0.3225,3.4662,0.3137,1,1,9
16/12/2006,46,24,colpidium,2,56,0.3468,2.2814,0.3161,1,1,23
16/12/2006,46,24,colpidium,3,57,0.3709,1,1,1,1,0
16/12/2006,46,22,colpidium,1,67,0.2942,3.5336,0.2867,1,1,68
16/12/2006,46,22,colpidium,2,68,0.3322,1,1,1,1,0
16/12/2006,46,22,colpidium,3,69,0.2908,4.0571,0.3338,1,1,58
16/12/2006,46,22,paramecium,1,70,0.3595,1,1,1,1,41
16/12/2006,46,22,paramecium,2,71,0.2951,1,1,1,1,68
16/12/2006,46,22,paramecium,3,72,0.3217,1.2319,0.3282,1,1,40
16/12/2006,46,20,colpidium,1,79,0.3037,4.2407,0.3174,1,1,64
16/12/2006,46,20,colpidium,2,80,0.409,3.7035,0.3296,1,1,55
16/12/2006,46,20,colpidium,3,81,0.3439,1,1,1,1,0
